user_id,timestamp,channel,campaign_id,impressions,clicks,conversions,cost,revenue,session_duration,bounce_rate
user_72424,2026-01-03 22:50:15.866861,Email,Winter Sale,1623,335,16,166.67,389.62,69,0.35
user_55603,2025-12-29 18:50:15.866866,Referral,Summer Promo,2803,324,26,0.0,1010.24,382,0.23
user_33252,2026-03-06 15:50:15.866870,Paid Search,Fall Cleanup,2072,499,28,176.0,1203.61,482,0.7
user_90797,2026-01-19 01:50:15.866875,Organic Search,Spring Fling,4628,277,42,0.0,1637.92,452,0.58
user_11431,2025-06-05 04:50:15.866880,Referral,Winter Sale,4704,447,38,0.0,1771.29,115,0.17
user_84603,2025-08-09 10:50:15.866884,Referral,Winter Sale,4703,60,8,0.0,1248.04,584,0.57
user_47481,2025-10-03 23:50:15.866889,Organic Search,Winter Sale,716,175,13,0.0,70.27,265,0.23
user_19557,2025-04-27 03:50:15.866894,Organic Search,Summer Promo,4615,183,4,0.0,962.55,444,0.89
user_84971,2026-01-13 06:50:15.866898,Paid Search,Fall Cleanup,4269,236,49,79.47,1769.61,385,0.31
user_10162,2025-07-16 17:50:15.866903,Paid Search,Spring Fling,2721,275,29,183.41,1428.18,277,0.66
user_44742,2025-07-30 02:50:15.866908,Paid Search,Fall Cleanup,4341,18,27,167.38,1740.28,258,0.62
user_29675,2025-12-11 17:50:15.866912,Email,Winter Sale,2193,96,44,469.14,1348.16,568,0.65
user_83997,2025-06-14 15:50:15.866917,Referral,Fall Cleanup,1864,103,36,0.0,88.07,390,0.44
user_27015,2025-05-27 14:50:15.866922,Organic Search,Summer Promo,3276,61,7,0.0,1936.01,204,0.16
user_60057,2026-03-17 00:50:15.866926,Referral,None,1232,188,14,0.0,1836.04,403,0.88
user_42591,2025-05-07 10:50:15.866931,Referral,None,4316,287,27,0.0,253.16,90,0.25
user_19833,2025-04-07 07:50:15.866936,Paid Search,Spring Fling,3670,248,35,470.37,225.38,199,0.72
user_17896,2025-12-07 02:50:15.866940,Paid Search,Spring Fling,1166,82,32,179.48,1078.16,536,0.21
user_42972,2025-12-09 08:50:15.866945,Referral,Fall Cleanup,2246,348,5,0.0,1514.1,443,0.32
user_59733,2025-06-04 20:50:15.866950,Paid Search,Spring Fling,805,81,11,157.22,764.35,145,0.55
user_51800,2026-02-27 09:50:15.866955,Email,Summer Promo,2458,383,6,174.46,272.76,204,0.43
user_15347,2025-05-01 21:50:15.866959,Organic Search,Winter Sale,3634,77,44,0.0,1021.11,453,0.87
user_69063,2025-08-17 18:50:15.866964,Referral,Winter Sale,3912,14,27,0.0,675.13,157,0.78
user_12643,2025-12-01 20:50:15.866969,Organic Search,Fall Cleanup,2570,348,6,0.0,703.54,518,0.84
user_50785,2025-10-11 15:50:15.866974,Email,Winter Sale,4167,247,40,318.28,1289.97,34,0.61
user_28681,2026-02-03 13:50:15.866978,Paid Search,Fall Cleanup,3560,475,0,13.3,1771.22,355,0.28
user_60026,2025-10-29 12:50:15.866983,Social Media,Spring Fling,3868,130,23,491.2,1117.18,201,0.51
user_25892,2025-04-12 02:50:15.866988,Email,Spring Fling,2034,422,44,93.55,1375.21,228,0.71
user_57299,2025-05-15 20:50:15.866992,Social Media,Summer Promo,2419,220,18,333.07,1319.89,260,0.15
user_27073,2025-10-17 07:50:15.866997,Organic Search,Winter Sale,2972,271,31,0.0,1102.29,362,0.79
user_40682,2026-01-08 04:50:15.867001,Referral,Summer Promo,309,334,29,0.0,621.52,495,0.61
user_24289,2025-09-25 21:50:15.867006,Paid Search,None,4934,67,0,64.74,755.59,453,0.68
user_17927,2026-04-01 03:50:15.867011,Email,Summer Promo,2907,52,31,84.76,631.41,342,0.66
user_58330,2025-04-04 05:50:15.867016,Paid Search,Fall Cleanup,4354,206,19,130.94,1835.0,552,0.78
user_76707,2025-11-28 03:50:15.867020,Social Media,Fall Cleanup,4062,81,20,92.43,1653.24,453,0.17
user_87454,2025-09-09 20:50:15.867025,Social Media,Summer Promo,4936,100,18,340.26,1158.69,204,0.4
user_75428,2025-09-19 17:50:15.867029,Referral,Spring Fling,2053,46,29,0.0,1824.49,403,0.5
user_60601,2025-11-12 18:50:15.867034,Social Media,None,2490,323,49,273.52,1772.82,266,0.54
user_87465,2026-03-27 04:50:15.867039,Referral,Summer Promo,3625,246,27,0.0,1855.39,472,0.85
user_12539,2026-02-08 05:50:15.867043,Email,Spring Fling,4894,495,31,432.01,443.55,67,0.13
user_32669,2025-04-25 19:50:15.867048,Referral,Summer Promo,3314,392,29,0.0,1435.01,568,0.79
user_80968,2026-01-31 14:50:15.867053,Social Media,Winter Sale,2544,302,22,186.47,1218.45,185,0.54
user_30644,2025-07-18 19:50:15.867058,Organic Search,Fall Cleanup,2683,475,26,0.0,1467.66,223,0.54
user_28745,2025-08-04 02:50:15.867063,Referral,Winter Sale,240,163,36,0.0,526.76,190,0.36
user_38228,2026-03-03 12:50:15.867067,Paid Search,Winter Sale,4435,179,25,336.24,1389.62,155,0.61
user_44521,2026-01-13 02:50:15.867072,Organic Search,None,391,281,2,0.0,819.66,576,0.62
user_36928,2025-07-23 06:50:15.867077,Referral,Spring Fling,2964,415,30,0.0,1668.18,268,0.25
user_28322,2025-06-19 21:50:15.867081,Paid Search,Fall Cleanup,4277,119,1,280.55,1590.73,70,0.64
user_67714,2025-11-27 23:50:15.867086,Organic Search,Winter Sale,2707,160,9,0.0,422.72,215,0.31
user_97896,2026-02-14 23:50:15.867091,Referral,Fall Cleanup,4036,440,37,0.0,367.71,490,0.65
user_72292,2025-12-16 21:50:15.867095,Email,Spring Fling,3017,460,18,230.21,1435.46,418,0.59
user_39055,2025-07-01 20:50:15.867100,Paid Search,Summer Promo,2318,140,30,131.3,1100.95,290,0.67
user_52891,2025-12-01 07:50:15.867105,Email,Winter Sale,1897,277,28,58.44,1114.41,435,0.12
user_91912,2025-12-16 20:50:15.867110,Social Media,Spring Fling,1076,32,24,278.6,1505.03,575,0.2
user_16588,2025-05-08 19:50:15.867114,Referral,Fall Cleanup,679,376,31,0.0,1709.94,478,0.77
user_16304,2025-05-01 01:50:15.867119,Referral,Spring Fling,2673,148,16,0.0,477.93,430,0.4
user_17345,2026-03-10 15:50:15.867124,Paid Search,Summer Promo,2689,499,44,111.0,1111.08,336,0.77
user_39300,2025-07-23 08:50:15.867129,Referral,Spring Fling,3383,317,48,0.0,1657.91,166,0.15
user_34259,2025-08-11 09:50:15.867141,Social Media,Fall Cleanup,1899,248,22,499.85,1745.59,231,0.72
user_98553,2026-02-03 09:50:15.867146,Referral,Winter Sale,1561,443,17,0.0,574.82,186,0.17
user_25352,2025-07-17 13:50:15.867151,Organic Search,Winter Sale,4517,450,10,0.0,208.31,284,0.47
user_43365,2025-10-01 20:50:15.867156,Email,None,4168,201,19,437.76,465.65,210,0.85
user_29446,2026-01-03 09:50:15.867160,Social Media,Fall Cleanup,3047,136,12,498.08,1891.0,438,0.16
user_12336,2025-05-27 00:50:15.867165,Social Media,None,813,439,23,177.93,924.96,57,0.38
user_72032,2025-07-19 16:50:15.867170,Email,None,2523,38,42,380.46,837.15,544,0.51
user_85415,2026-03-12 17:50:15.867175,Email,Summer Promo,1990,130,19,122.12,26.17,574,0.82
user_17521,2025-04-30 02:50:15.867179,Social Media,Fall Cleanup,3667,207,41,316.15,102.03,228,0.37
user_81707,2026-01-25 20:50:15.867184,Email,Winter Sale,1778,183,27,355.37,1337.39,98,0.75
user_33481,2025-06-07 03:50:15.867190,Paid Search,Fall Cleanup,2247,153,34,373.15,1179.65,46,0.67
user_28474,2025-05-18 05:50:15.867194,Email,Summer Promo,1017,491,20,111.51,1151.06,575,0.35
user_56760,2025-05-13 09:50:15.867199,Organic Search,Fall Cleanup,2366,188,5,0.0,220.65,89,0.37
user_65718,2026-03-05 16:50:15.867204,Organic Search,Fall Cleanup,2624,366,6,0.0,704.12,213,0.25
user_54629,2025-12-07 18:50:15.867209,Paid Search,None,1906,20,28,116.02,1624.72,394,0.65
user_55232,2025-10-04 09:50:15.867214,Email,Fall Cleanup,4151,148,22,275.84,349.82,463,0.55
user_96544,2026-01-13 20:50:15.867218,Organic Search,None,659,456,4,0.0,1765.37,228,0.22
user_77169,2025-12-16 10:50:15.867223,Referral,None,728,446,21,0.0,242.96,261,0.6
user_60669,2026-01-18 22:50:15.867228,Email,Spring Fling,3166,262,8,376.62,338.3,397,0.5
user_88021,2025-09-30 14:50:15.867232,Paid Search,Summer Promo,2011,354,31,12.76,955.5,459,0.17
user_79184,2025-07-03 12:50:15.867237,Email,None,3862,323,9,76.0,1890.6,593,0.86
user_57945,2025-06-15 16:50:15.867242,Social Media,Fall Cleanup,3651,28,45,47.37,659.1,148,0.77
user_23140,2025-09-29 01:50:15.867246,Social Media,None,1908,169,42,59.59,1316.44,359,0.16
user_93457,2026-04-02 10:50:15.867251,Organic Search,None,2486,315,48,0.0,1177.34,244,0.85
user_24357,2026-01-26 08:50:15.867256,Social Media,None,1995,131,27,175.86,299.25,351,0.83
user_78673,2025-06-22 12:50:15.867261,Paid Search,Winter Sale,4030,81,10,65.71,496.33,178,0.13
user_75633,2025-12-24 09:50:15.867266,Organic Search,Winter Sale,1106,64,6,0.0,1860.31,437,0.26
user_86943,2025-08-04 23:50:15.867271,Paid Search,Winter Sale,148,469,29,311.56,369.66,406,0.66
user_88258,2025-08-27 12:50:15.867275,Paid Search,Winter Sale,1950,178,42,400.27,1390.02,349,0.85
user_22924,2025-10-09 10:50:15.867280,Social Media,Spring Fling,2029,108,44,192.06,1929.39,34,0.76
user_79286,2025-04-27 04:50:15.867285,Social Media,None,2232,79,37,211.02,239.01,431,0.33
user_84071,2025-11-03 09:50:15.867291,Paid Search,Spring Fling,1625,158,33,165.63,798.36,232,0.13
user_67326,2025-06-30 08:50:15.867296,Social Media,Fall Cleanup,428,126,45,224.83,447.86,66,0.48
user_40651,2025-10-13 16:50:15.867301,Social Media,Summer Promo,2757,35,27,309.08,443.12,83,0.17
user_80202,2025-06-25 04:50:15.867306,Social Media,Spring Fling,4629,257,31,251.56,237.97,317,0.3
user_58777,2025-12-02 10:50:15.867311,Email,Winter Sale,687,394,15,420.58,1299.1,313,0.61
user_26994,2025-06-12 13:50:15.867316,Paid Search,Winter Sale,3305,218,38,451.07,1492.69,74,0.5
user_77263,2025-07-10 04:50:15.867321,Referral,Fall Cleanup,1698,236,0,0.0,1353.59,313,0.4
user_69634,2026-03-04 22:50:15.867325,Paid Search,None,3951,420,33,127.48,1849.31,71,0.84
user_20800,2025-07-30 10:50:15.867331,Organic Search,Summer Promo,2572,443,40,0.0,291.36,446,0.25
user_47823,2025-08-01 15:50:15.867335,Social Media,Spring Fling,2917,123,22,370.17,639.69,301,0.49
user_73878,2025-11-06 23:50:15.867340,Social Media,None,4707,203,49,323.66,689.15,170,0.56
user_28708,2025-06-28 23:50:15.867345,Referral,None,1508,493,19,0.0,464.16,76,0.36
user_22819,2025-11-12 01:50:15.867350,Organic Search,Spring Fling,1111,330,17,0.0,284.41,196,0.66
user_84905,2025-11-10 12:50:15.867355,Email,Spring Fling,4759,19,17,43.14,973.41,155,0.79
user_73870,2025-05-05 07:50:15.867360,Paid Search,Spring Fling,4498,104,41,85.03,1668.88,501,0.53
user_19283,2026-02-06 18:50:15.867364,Email,Spring Fling,4144,130,39,82.25,1909.08,399,0.73
user_40573,2025-04-10 06:50:15.867369,Organic Search,Winter Sale,1429,135,20,0.0,258.68,36,0.15
user_88707,2025-10-24 08:50:15.867374,Referral,None,2704,46,7,0.0,1646.31,305,0.22
user_40933,2025-09-16 21:50:15.867379,Organic Search,None,2123,78,33,0.0,1649.16,94,0.47
user_15774,2026-03-02 21:50:15.867384,Referral,Winter Sale,4607,306,49,0.0,777.96,231,0.84
user_82055,2026-02-16 12:50:15.867389,Email,None,3285,183,10,190.45,220.06,171,0.53
user_20983,2025-09-09 17:50:15.867394,Email,Spring Fling,4703,470,42,44.12,1980.02,127,0.45
user_28133,2025-11-15 13:50:15.867399,Organic Search,Summer Promo,4251,54,42,0.0,1311.19,246,0.58
user_24939,2026-01-19 04:50:15.867403,Organic Search,None,2693,132,9,0.0,1964.39,322,0.2
user_10781,2026-01-16 10:50:15.867409,Social Media,Summer Promo,3441,391,7,374.18,967.31,537,0.62
user_66700,2025-09-27 19:50:15.867414,Referral,Summer Promo,295,481,46,0.0,790.39,163,0.18
user_37624,2026-02-10 11:50:15.867419,Social Media,Winter Sale,1890,36,7,276.55,494.37,291,0.56
user_16823,2026-01-06 00:50:15.867424,Paid Search,Fall Cleanup,1206,202,18,83.31,1967.14,313,0.67
user_28489,2025-08-21 11:50:15.867428,Paid Search,None,2889,349,0,395.56,506.51,131,0.43
user_49961,2025-07-29 08:50:15.867434,Organic Search,Winter Sale,2284,145,2,0.0,47.53,406,0.83
user_39118,2025-12-04 10:50:15.867439,Email,Winter Sale,638,204,43,119.1,1024.94,235,0.22
user_91816,2026-02-01 06:50:15.867444,Paid Search,Summer Promo,4884,58,31,240.57,754.1,42,0.24
user_32263,2025-09-23 15:50:15.867449,Paid Search,None,818,105,47,462.1,522.77,152,0.51
user_23565,2025-09-25 14:50:15.867454,Social Media,Winter Sale,4095,130,15,155.71,1269.22,39,0.85
user_30354,2025-06-20 19:50:15.867459,Social Media,Spring Fling,405,258,29,453.73,728.54,196,0.41
user_52951,2025-12-27 13:50:15.867464,Paid Search,Winter Sale,487,482,48,36.29,804.5,180,0.84
user_33648,2025-05-29 06:50:15.867469,Organic Search,Spring Fling,824,226,27,0.0,46.09,66,0.65
user_60729,2025-12-27 08:50:15.867474,Social Media,Fall Cleanup,2696,123,27,352.29,1178.14,503,0.73
user_51971,2025-12-11 05:50:15.867479,Paid Search,Spring Fling,2535,23,15,103.39,244.14,473,0.85
user_28658,2025-11-22 11:50:15.867484,Email,Spring Fling,2440,71,40,165.14,427.61,371,0.56
user_31253,2025-12-03 08:50:15.867488,Social Media,Summer Promo,278,52,32,76.82,1434.24,34,0.61
user_74166,2025-06-13 11:50:15.867493,Paid Search,Winter Sale,2003,420,24,172.8,626.49,255,0.56
user_58563,2025-12-02 12:50:15.867498,Referral,Fall Cleanup,1804,249,17,0.0,326.42,568,0.73
user_36390,2025-07-17 06:50:15.867502,Social Media,Winter Sale,3483,105,25,370.81,1154.85,153,0.32
user_98664,2026-02-08 12:50:15.867507,Referral,Spring Fling,4275,36,5,0.0,429.81,432,0.73
user_61578,2025-06-18 05:50:15.867512,Social Media,Spring Fling,4642,333,37,477.91,541.96,64,0.67
user_89025,2025-06-30 21:50:15.867517,Social Media,Winter Sale,4961,392,43,364.97,1242.68,266,0.58
user_42658,2025-10-11 14:50:15.867522,Referral,Fall Cleanup,4765,251,2,0.0,1479.72,497,0.13
user_16852,2025-07-28 14:50:15.867527,Organic Search,Fall Cleanup,195,496,42,0.0,1479.32,528,0.72
user_12551,2026-01-10 17:50:15.867532,Paid Search,Summer Promo,1383,468,5,442.65,964.49,541,0.21
user_81947,2026-02-20 01:50:15.867537,Organic Search,Spring Fling,347,249,13,0.0,908.59,346,0.87
user_71001,2025-05-17 03:50:15.867542,Organic Search,Spring Fling,1081,313,17,0.0,1575.29,332,0.17
user_59159,2025-05-09 10:50:15.867546,Paid Search,Summer Promo,4463,76,15,373.19,386.07,131,0.68
user_61707,2025-12-09 04:50:15.867552,Email,Winter Sale,1665,290,23,122.07,304.4,341,0.39
user_43243,2025-12-17 18:50:15.867556,Organic Search,Spring Fling,2241,201,12,0.0,1329.39,111,0.69
user_31800,2026-03-17 13:50:15.867561,Organic Search,Winter Sale,835,128,0,0.0,819.01,222,0.52
user_85939,2025-08-03 23:50:15.867567,Organic Search,Fall Cleanup,3487,161,37,0.0,1420.0,253,0.6
user_67828,2025-08-20 12:50:15.867572,Email,None,2759,274,13,390.29,513.2,82,0.16
user_17239,2025-08-03 13:50:15.867577,Social Media,Summer Promo,548,401,16,163.04,649.74,374,0.87
user_16710,2025-11-13 11:50:15.867581,Referral,Spring Fling,1935,240,12,0.0,1793.36,114,0.1
user_31384,2025-09-15 21:50:15.867586,Referral,Summer Promo,4815,360,12,0.0,843.31,240,0.85
user_31038,2025-11-26 16:50:15.867591,Email,Fall Cleanup,713,258,8,336.73,1181.91,212,0.55
user_50846,2025-11-06 22:50:15.867596,Organic Search,Fall Cleanup,1533,68,5,0.0,213.36,301,0.31
user_97983,2025-09-12 12:50:15.867601,Referral,Fall Cleanup,976,26,5,0.0,357.66,535,0.61
user_77821,2026-01-08 06:50:15.867606,Email,Fall Cleanup,2675,180,29,262.55,71.78,256,0.64
user_47991,2026-01-21 03:50:15.867611,Paid Search,None,1233,360,36,427.21,848.74,41,0.68
user_89057,2026-03-25 12:50:15.867616,Referral,Winter Sale,4970,461,45,0.0,1977.84,122,0.11
user_16971,2025-07-18 18:50:15.867621,Paid Search,Winter Sale,771,141,13,61.16,1747.75,359,0.89
user_39139,2025-08-07 17:50:15.867626,Organic Search,None,1730,366,3,0.0,1265.82,219,0.59
user_95445,2025-08-13 03:50:15.867631,Referral,Winter Sale,3418,145,33,0.0,1722.19,322,0.4
user_87067,2025-08-25 07:50:15.867636,Email,Fall Cleanup,460,51,1,443.5,1188.34,290,0.56
user_90257,2026-03-17 07:50:15.867641,Social Media,Winter Sale,2492,314,16,30.76,737.54,352,0.24
user_94742,2025-09-18 17:50:15.867646,Referral,Summer Promo,4001,15,41,0.0,347.09,39,0.3
user_47711,2026-01-05 18:50:15.867652,Referral,Winter Sale,897,338,13,0.0,1306.1,117,0.17
user_16530,2025-04-29 13:50:15.867657,Referral,Summer Promo,1883,179,16,0.0,386.1,369,0.8
user_21116,2025-08-18 05:50:15.867663,Referral,Spring Fling,166,465,29,0.0,834.86,347,0.3
user_75794,2025-08-23 08:50:15.867668,Email,Summer Promo,3134,297,42,394.68,1651.6,578,0.69
user_10282,2025-12-03 12:50:15.867673,Email,Summer Promo,2190,408,28,73.6,258.46,252,0.32
user_89473,2025-10-12 09:50:15.867678,Social Media,Fall Cleanup,2376,347,6,204.65,258.04,238,0.22
user_11898,2025-04-25 13:50:15.867683,Email,Fall Cleanup,3615,224,8,492.52,448.8,78,0.19
user_14135,2025-12-14 10:50:15.867688,Email,Fall Cleanup,333,78,45,494.55,1103.83,565,0.79
user_16629,2026-02-25 06:50:15.867694,Organic Search,Summer Promo,1322,379,22,0.0,503.45,292,0.2
user_95120,2025-06-17 14:50:15.867700,Organic Search,None,2644,36,35,0.0,1006.4,235,0.17
user_99087,2025-07-09 02:50:15.867705,Paid Search,Fall Cleanup,1155,234,13,476.13,603.97,526,0.11
user_75031,2025-04-24 05:50:15.867710,Social Media,Fall Cleanup,4654,331,19,230.46,1012.48,494,0.39
user_43380,2026-03-02 07:50:15.867716,Organic Search,Summer Promo,3447,243,16,0.0,555.26,49,0.85
user_27071,2025-09-26 15:50:15.867731,Social Media,Spring Fling,1269,495,31,337.78,1960.02,597,0.83
user_30074,2026-03-14 17:50:15.867737,Social Media,Spring Fling,4201,452,24,480.45,985.44,137,0.19
user_77843,2025-09-30 23:50:15.867742,Referral,Winter Sale,593,421,29,0.0,1487.29,169,0.11
user_49901,2026-03-01 03:50:15.867747,Social Media,Spring Fling,3279,417,48,403.63,1401.09,120,0.7
user_21205,2026-01-13 09:50:15.867752,Referral,Fall Cleanup,3943,60,26,0.0,981.12,300,0.35
user_65661,2025-04-20 02:50:15.867757,Paid Search,None,1463,158,26,57.27,477.72,358,0.77
user_15906,2025-05-01 17:50:15.867762,Paid Search,Winter Sale,3498,424,45,92.75,1021.44,239,0.27
user_12591,2025-12-26 21:50:15.867767,Paid Search,None,1156,84,30,491.5,1361.94,484,0.49
user_72987,2025-07-01 16:50:15.867773,Referral,None,242,315,44,0.0,919.84,313,0.13
user_73370,2025-06-29 04:50:15.867778,Referral,Fall Cleanup,3415,101,25,0.0,163.85,395,0.82
user_90685,2026-03-25 04:50:15.867783,Paid Search,Summer Promo,4931,377,13,478.13,35.97,513,0.24
user_64400,2025-06-23 20:50:15.867789,Referral,Summer Promo,2873,433,47,0.0,655.75,32,0.34
user_35150,2025-06-06 05:50:15.867794,Email,Summer Promo,1984,77,20,419.77,300.45,193,0.48
user_41852,2025-09-06 19:50:15.867799,Email,Spring Fling,2364,244,27,278.74,1812.38,417,0.32
user_52870,2025-11-29 12:50:15.867804,Referral,Summer Promo,2024,371,14,0.0,351.67,38,0.13
user_62756,2026-04-02 01:50:15.867809,Referral,Fall Cleanup,4145,153,29,0.0,788.57,395,0.12
user_66481,2026-03-28 04:50:15.867814,Organic Search,Spring Fling,2581,85,24,0.0,1424.16,41,0.86
user_11283,2026-03-28 21:50:15.867821,Organic Search,Summer Promo,1990,95,10,0.0,1630.84,103,0.36
user_43691,2025-07-02 20:50:15.867831,Social Media,None,3225,236,43,422.48,955.43,267,0.37
user_11125,2025-04-30 12:50:15.867840,Social Media,Fall Cleanup,1041,372,10,125.39,362.27,137,0.84
user_77065,2025-04-28 15:50:15.867850,Social Media,Fall Cleanup,1715,456,27,202.99,541.79,554,0.77
user_36170,2025-11-18 10:50:15.867861,Paid Search,Winter Sale,2068,65,4,192.63,837.94,263,0.65
user_18438,2026-03-09 08:50:15.867870,Email,Fall Cleanup,3322,89,27,450.41,729.19,468,0.63
user_30095,2025-10-02 05:50:15.867879,Paid Search,None,4250,33,7,257.2,697.35,510,0.74
user_26154,2025-04-29 19:50:15.867888,Referral,Fall Cleanup,1571,236,25,0.0,263.71,121,0.24
user_18004,2025-12-29 12:50:15.867896,Organic Search,Winter Sale,1158,37,5,0.0,1826.62,227,0.63
user_19752,2025-12-12 19:50:15.867904,Referral,Fall Cleanup,1106,130,31,0.0,59.51,145,0.18
user_65426,2025-08-14 21:50:15.867913,Referral,Fall Cleanup,3290,499,47,0.0,880.0,394,0.2
user_36819,2025-05-01 22:50:15.867921,Organic Search,Winter Sale,1320,102,31,0.0,1960.64,182,0.29
user_34217,2026-02-24 04:50:15.867930,Referral,Fall Cleanup,4761,350,11,0.0,1319.45,137,0.67
user_98708,2025-11-18 23:50:15.867939,Social Media,Spring Fling,4966,121,5,267.55,710.82,557,0.81
user_42994,2025-08-10 16:50:15.867947,Organic Search,Fall Cleanup,1897,387,12,0.0,292.2,85,0.65
user_25036,2025-05-18 21:50:15.867955,Referral,Summer Promo,2971,354,38,0.0,1927.75,481,0.43
user_87275,2025-04-23 07:50:15.867964,Social Media,Summer Promo,613,496,39,118.69,27.97,421,0.51
user_59416,2025-11-03 21:50:15.867974,Social Media,Spring Fling,1717,40,43,404.52,1362.78,237,0.67
user_19587,2025-05-29 21:50:15.867982,Email,Fall Cleanup,4617,152,33,154.22,1760.27,539,0.59
user_10645,2026-01-16 20:50:15.867990,Social Media,None,4712,376,22,468.49,50.32,584,0.52
user_40930,2025-08-17 00:50:15.867999,Paid Search,Fall Cleanup,3857,307,40,132.71,1450.35,329,0.29
user_91835,2025-05-09 13:50:15.868008,Organic Search,Summer Promo,2132,236,44,0.0,1997.68,308,0.59
user_40090,2025-07-16 01:50:15.868017,Organic Search,Winter Sale,3310,367,16,0.0,1279.28,173,0.11
user_97489,2025-10-16 10:50:15.868026,Organic Search,Spring Fling,804,259,44,0.0,829.36,233,0.55
user_62142,2025-08-19 12:50:15.868035,Referral,Winter Sale,1773,59,47,0.0,1748.8,258,0.76
user_36475,2025-08-31 19:50:15.868045,Referral,None,3799,223,0,0.0,1108.36,294,0.24
user_28888,2025-09-04 19:50:15.868056,Paid Search,Fall Cleanup,2191,389,6,115.4,1498.88,495,0.19
user_53732,2026-03-05 06:50:15.868067,Social Media,None,2948,398,12,14.58,1175.56,166,0.88
user_91623,2025-04-21 09:50:15.868075,Referral,Winter Sale,4414,441,13,0.0,76.58,269,0.77
user_56305,2025-10-11 20:50:15.868084,Social Media,Fall Cleanup,4763,278,16,243.91,426.29,478,0.34
user_56037,2026-02-06 11:50:15.868093,Social Media,None,1877,297,29,203.2,157.53,344,0.27
user_19346,2026-02-16 10:50:15.868103,Referral,Summer Promo,4453,204,47,0.0,213.38,180,0.37
user_10587,2025-09-17 23:50:15.868113,Referral,Summer Promo,992,263,46,0.0,30.81,354,0.44
user_22763,2025-05-14 14:50:15.868123,Paid Search,Spring Fling,1071,88,48,358.06,842.33,432,0.76
user_69165,2025-12-29 19:50:15.868133,Email,Summer Promo,202,484,33,341.01,357.3,382,0.29
user_79615,2025-08-08 14:50:15.868143,Organic Search,Summer Promo,1207,253,26,0.0,1711.39,139,0.68
user_46116,2026-02-08 03:50:15.868153,Referral,Winter Sale,3346,100,24,0.0,1500.08,495,0.84
user_95751,2025-05-04 21:50:15.868162,Referral,Summer Promo,3812,423,43,0.0,1146.35,69,0.4
user_35556,2026-02-21 11:50:15.868170,Social Media,Summer Promo,3517,15,34,446.31,978.04,369,0.12
user_69042,2025-10-02 08:50:15.868179,Email,Winter Sale,4251,290,8,239.67,511.74,401,0.76
user_28099,2025-05-20 15:50:15.868187,Referral,Summer Promo,3759,421,5,0.0,949.9,554,0.67
user_55096,2025-07-20 20:50:15.868196,Email,Summer Promo,1019,455,25,55.6,1282.46,536,0.22
user_81986,2025-08-30 15:50:15.868206,Organic Search,Spring Fling,4652,159,37,0.0,1564.46,82,0.58
user_23230,2025-12-23 20:50:15.868214,Social Media,Summer Promo,4327,333,38,374.07,163.36,109,0.76
user_39009,2025-09-13 17:50:15.868223,Paid Search,Summer Promo,4688,408,26,163.35,1416.93,380,0.24
user_80969,2025-07-18 13:50:15.868232,Organic Search,Spring Fling,2257,291,39,0.0,1485.46,580,0.28
user_43866,2025-10-06 16:50:15.868241,Email,Winter Sale,681,200,30,448.66,1117.94,369,0.26
user_94246,2025-11-30 15:50:15.868249,Email,Summer Promo,895,283,2,97.01,428.64,150,0.9
user_86975,2025-10-14 00:50:15.868259,Organic Search,None,3297,82,23,0.0,1078.37,94,0.28
user_51855,2025-11-18 12:50:15.868268,Email,Winter Sale,1983,456,14,359.62,1005.41,469,0.31
user_91557,2025-07-09 09:50:15.868278,Paid Search,Winter Sale,3467,327,5,204.23,951.42,325,0.14
user_16416,2025-12-29 04:50:15.868288,Paid Search,Summer Promo,909,77,10,29.55,921.28,234,0.89
user_82516,2025-07-23 06:50:15.868296,Email,Spring Fling,3033,313,29,121.6,221.65,586,0.3
user_65915,2025-08-30 08:50:15.868306,Email,Winter Sale,3368,443,34,451.89,365.78,307,0.68
user_28058,2026-01-23 20:50:15.868315,Paid Search,Spring Fling,4968,72,47,266.33,194.66,164,0.12
user_86637,2026-03-04 04:50:15.868325,Email,None,3084,462,37,409.57,484.96,407,0.73
user_50718,2025-07-14 18:50:15.868335,Referral,Spring Fling,672,143,42,0.0,526.95,81,0.7
user_42602,2025-09-06 16:50:15.868342,Social Media,Fall Cleanup,1306,451,39,472.37,490.15,96,0.17
user_84658,2025-05-16 03:50:15.868351,Referral,Spring Fling,3180,316,28,0.0,421.86,32,0.2
user_88112,2025-06-13 22:50:15.868360,Email,Winter Sale,2560,277,22,246.62,1470.84,599,0.34
user_68067,2025-05-05 00:50:15.868370,Email,Spring Fling,1841,232,41,165.95,1637.13,480,0.38
user_37516,2025-06-19 00:50:15.868378,Social Media,Spring Fling,4105,440,41,304.82,654.22,539,0.73
user_97969,2026-02-14 23:50:15.868386,Email,Fall Cleanup,2713,135,2,340.69,610.26,467,0.15
user_11089,2025-09-15 02:50:15.868394,Social Media,Fall Cleanup,1815,274,25,254.19,1688.06,557,0.62
user_47346,2025-09-04 13:50:15.868402,Paid Search,Summer Promo,1669,16,13,412.92,1247.85,131,0.28
user_84663,2025-10-31 03:50:15.868411,Social Media,Winter Sale,776,422,18,99.83,586.88,466,0.41
user_20487,2025-04-15 08:50:15.868420,Social Media,Summer Promo,1933,215,20,173.86,1427.22,50,0.1
